Application_ID,Application_Date,Sanction_Date,Disbursal_Date,Borrower_Name,Age,Gender,Marital_Status,Dependents,PAN,Aadhaar,Mobile,Email,Property_City,Property_State,Property_Pincode,Employment_Type,Employer_Name,Years_With_Employer,Monthly_Income_Stated,Annual_Income_Stated,Actual_Bank_Credit_Monthly,ITR_Income_Last_FY,ITR_Income_Prev_FY,Form16_Available,Loan_Purpose,Property_Type,Market_Value_INR,Loan_Amount_INR,LTV_Ratio,Down_Payment_INR,Down_Payment_Source,Tenure_Years,Interest_Rate_pct,EMI_INR,FOIR,Existing_Monthly_EMI,Co_Applicant,Co_Applicant_Name,Co_Applicant_Annual_Income,CIBIL_Score,Num_Credit_Enquiries_Last_30D,Prev_Loan_Bank,Prev_Default_History,Valuation_Agency,Legal_Opinion,CERSAI_Checked,RERA_Registered,Title_Chain_Clear,EC_Years_Verified,Disbursement_Mode,Broker_Involved,Broker_DSA_Name,First_EMI_Status,DPD_Bucket_Current,Loan_Status,NPA_Date,Fraud_Type,Fraud_Label_01,Anomaly_Notes,Email_Name_Mismatch,Signature_Mismatch,ID_Docs_Altered,Salary_Round_Figure_Flag,PF_Deduction_Missing,Salary_Credited_From_Personal_Acct,ITR_Filed_Just_Before_Application,Month_End_Fund_Parking,Valuation_Inflation_Flag,OC_CC_Available,Disbursement_To_NonSeller_Flag,Legal_Opinion_TAT_Hours,Bank_Statement_Tampered,PDF_Metadata_Anomaly,Borrower_Unreachable,AML_Flag,Loan_Foreclosed_Within_6M,PEP_Involved,Overseas_Wire_Transfer_Detected
HL202005928,22-01-2020,20-02-2020,26-02-2020,Vinod Verma,49.0,Male,Single,4.0,FPNKH2974P,2982 1027 1182,+91 9043846686,vinodverma@outlook.com,Visakhapatnam,Andhra Pradesh,597010.0,Self-Employed Business,Self,18.0,207131,2485572.0,179410.0,2641957.0,2463433.0,,Balance Transfer,Villa,16808316,13278569,0.79,3529747,Sale of Asset,23,8.3,107950,0.52,30630,No,,0.0,,2,SBI,,Empanelled Valuer A,Clear,Yes,No,Yes,21.0,NEFT to Seller,No,,Paid,90+,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,107,No,No,No,No,No,No,No
HL202009348,29-12-2020,08-01-2021,15-01-2021,Sudha Iyer,47.0,Female,Single,3.0,PNXPO2209W,9099 9558 5545,+91 8498585726,sudha.iyer507@gmail.com,Bhopal,Madhya Pradesh,347907.0,Salaried,ONGC,13.0,278873,3346476.0,270305.0,3507109.0,2579946.0,Yes,Balance Transfer,Plot+Construction,14800707,10804516,0.73,3996191,Own Savings,17,10.66,114892,0.41,1649,No,,0.0,796.0,5,Yes Bank,,Empanelled Valuer B,Clear,Yes,Yes,No,23.0,Cash,Yes,DSA/Tripathi Associates,Paid,1-30,NPA,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,85,No,No,No,No,No,No,No
HL201906065,16-07-2019,05-08-2019,12-08-2019,Anita Patel,60.0,Male,Widowed,1.0,HRZXN1480L,5012 1712 3843,+91 8989872727,,Bangalore,Karnataka,360536.0,Salaried,Flipkart,7.0,265029,3180348.0,258767.0,3212297.0,2477313.0,Yes,Repair/Renovation,Independent House,2865499,2149124,0.75,716375,Own Savings,17,12.1,24884,0.09,8470,Yes,Savita Yadav,274224.0,786.0,1,SBI,,Empanelled Valuer B,Clear,Yes,Yes,,27.0,Partial Cash,No,,Delayed,0,NPA,,CLEAN,0,,0,No,No,No,No,No,No,No,Yes,Yes,No,54,No,No,No,No,No,No,No
HL200704641,25-08-2007,16-09-2007,05-10-2007,Kamla Reddy,55.0,Male,Married,4.0,LDHLZ2531Z,8906 8034 3978,+91 9995791693,kamla_reddy@hotmail.com,Kanpur,Uttar Pradesh,219959.0,Government,ONGC,17.0,90601,1087212.0,,1061846.0,1049782.0,Yes,Extension,Independent House,14560520,9609943,0.66,4950577,Family Gift,17,8.2,87470,0.97,8619,No,,0.0,737.0,0,Union Bank,,Third Party Valuer,Clear,Yes,Yes,Yes,28.0,NEFT to Builder,Yes,DSA/Bhatia Associates,Paid,31-60,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,72,No,No,No,No,No,No,No
HL200707281,04-11-2007,17-11-2007,03-12-2007,Bharat Sharma,39.0,Male,Married,0.0,GNTPD9818V,2308 2557 3114,+91 8016442702,bharatsharma@yahoo.com,Ludhiana,Punjab,709634.0,Self-Employed Professional,Self,14.0,218317,2619804.0,229198.0,2460422.0,2383477.0,,Balance Transfer,Flat/Apartment,7707007,6011465,0.78,1695542,Own Savings,13,11.7,75153,0.34,28891,No,,,710.0,0,Kotak Bank,,Collusive Valuer,Clear,Post-Sanction Only,Yes,Yes,16.0,NEFT to Builder,Yes,DSA/Kumar Associates,Paid,0,NPA,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,119,No,No,No,No,No,No,No
HL202402213,26-08-2024,14-09-2024,02-10-2024,Manju Rao,61.0,Male,Married,2.0,BUAJS8977J,7222 6253 8751,+91 7857816436,,Bhopal,Madhya Pradesh,338685.0,Salaried,,7.0,240637,2887644.0,224690.0,3048856.0,2878837.0,,Construction,Villa,9353632,7295832,0.78,2057800,Own Savings,15,11.8,86625,0.36,6618,No,,0.0,793.0,0,Yes Bank,Written Off,Empanelled Valuer B,Clear,Post-Sanction Only,Yes,Yes,30.0,NEFT to Seller,Yes,DSA/Kumar Associates,Paid,31-60,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,107,No,No,No,No,No,No,No
HL201008918,29-01-2010,06-02-2010,20-02-2010,Pushpa Joshi,44.0,Male,Married,2.0,BHRJH9229M,4407 8039 2254,+91 7535754234,,Nagpur,Maharashtra,678146.0,Self-Employed Professional,Self,14.0,190546,2286552.0,188367.0,2182160.0,2004233.0,,Purchase,Independent House,20386740,13047513,0.64,7339227,Own Savings,14,11.93,160094,0.84,15301,No,,0.0,698.0,1,Yes Bank,,Empanelled Valuer A,Clear,No,Yes,Yes,21.0,NEFT to Builder,No,,Paid,0,Written Off,,CLEAN,0,,0,No,No,No,No,No,Yes,No,No,Yes,No,59,No,No,No,No,No,No,No
HL200802916,28-11-2008,22-12-2008,11-01-2009,Mohan Shah,41.0,Male,Widowed,1.0,LVVJA4318A,8721 1447 8170,+91 7274513591,mohanshah693@outlook.com,Hyderabad,Telangana,657601.0,Self-Employed Professional,Self,10.0,118941,1427292.0,105325.0,1404106.0,1345227.0,,Purchase,Row House,23491504,17383712,0.74,6107792,Family Gift,29,7.7,125047,1.05,3051,Yes,Alok Joshi,628164.0,732.0,2,HDFC Bank,1 DPD,Third Party Valuer,Clear,No,Not Applicable,Yes,23.0,NEFT to Builder,No,,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,82,No,No,No,No,No,No,No
HL202404928,30-10-2024,23-11-2024,29-11-2024,Arun Patil,32.0,Male,Married,0.0,VISAE6380W,7725 1028 7755,+91 7762765592,,Visakhapatnam,Andhra Pradesh,227396.0,Self-Employed Business,Self,3.0,354153,4249836.0,305388.0,3879533.0,,,Repair/Renovation,Row House,5599216,4479372,0.8,813939,Own Savings,14,8.5,33206,0.09,778,No,,0.0,700.0,1,Canara Bank,,Collusive Valuer,Conditional Clear,Post-Sanction Only,Not Applicable,Partial,25.0,NEFT to Builder,No,,Delayed,0,Active,,TITLE_FRAUD,1,Title chain gap >5 years; recent deed amendment without court order; suspiciously clean EC,0,No,No,No,No,No,No,No,No,No,No,32,No,No,No,No,No,Yes,No
HL202001523,25-03-2020,20-04-2020,30-04-2020,Pankaj Srivastava,34.0,Female,Divorced,3.0,GWYHN6294S,7852 9899 2821,+91 7549225233,psrivastava@yahoo.com,Pune,Maharashtra,164543.0,Self-Employed Business,Self,2.0,340268,4083216.0,354054.0,4330566.0,3084045.0,,Construction,Villa,5990037,4672228,0.78,1317809,Sale of Asset,7,7.58,71848,0.21,5,Yes,Rohit Mehta,529056.0,,1,IndusInd Bank,,Empanelled Valuer B,Minor Observations,No,Not Applicable,Yes,27.0,NEFT to Seller,Yes,DSA/Dubey Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,41,No,No,No,No,No,No,No
HL200505768,19-04-2005,15-05-2005,24-05-2005,Santosh Sen,40.0,Male,Single,4.0,FEWKZ3989Y,4703 7586 3157,+91 9463330912,santosh.sen@gmail.com,Thane,Maharashtra,638371.0,Government,HCL Technologies,19.0,124994,1499928.0,123690.0,1510537.0,1417618.0,No,Balance Transfer,Plot+Construction,4705298,3105496,0.66,1599802,Own Savings,24,12.1,33157,0.27,14591,No,,0.0,784.0,3,Axis Bank,,Empanelled Valuer B,Clear,Yes,Yes,Yes,,Cheque,No,,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,36,No,No,No,No,No,No,No
HL201008793,06-05-2010,15-05-2010,26-05-2010,Amit Roy,31.0,Male,Single,2.0,SUOJE4088S,,+91 7788267485,amit_roy@outlook.com,Lucknow,Uttar Pradesh,259050.0,Self-Employed Professional,Self,4.0,319363,3832356.0,275703.0,3838111.0,3370794.0,,Purchase,Independent House,5608558,3813819,0.68,1794739,Third Party,30,10.2,34034,0.11,9126,Yes,Anita Ghosh,362340.0,726.0,2,Axis Bank,,Empanelled Valuer B,Conditional Clear,Post-Sanction Only,Yes,Partial,11.0,Cheque,Yes,DSA/Kapoor Associates,Paid,31-60,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,56,No,No,No,No,No,No,No
HL202401334,05-11-2024,23-11-2024,30-11-2024,Jyoti Das,51.0,Male,Widowed,3.0,ZNVQN2171L,9046 3772 1474,+91 9668350490,jdas@hotmail.com,Agra,Uttar Pradesh,687546.0,Self-Employed Professional,Self,13.0,206567,2478804.0,176785.0,2636554.0,,,Balance Transfer,Plot+Construction,5577921,4462336,0.8,1115585,Sale of Asset,30,9.89,38797,0.19,15727,No,,0.0,681.0,6,Axis Bank,,Empanelled Valuer B,Clear,Post-Sanction Only,Yes,Yes,19.0,NEFT to Seller,Yes,DSA/Ghosh Associates,Paid,0,NPA,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,101,No,No,No,No,No,No,No
HL201700683,12-11-2017,26-11-2017,16-12-2017,Vikas Chauhan,35.0,Female,Widowed,0.0,YXYGA1435N,3957 9716 2846,+91 9986595936,vikas.chauhan@hotmail.com,Patna,Bihar,708234.0,Self-Employed Professional,Self,4.0,320766,3849192.0,273155.0,3530002.0,3476724.0,,Construction,Row House,11401358,8551018,0.75,2850340,Family Gift,18,11.06,91411,0.28,39977,No,,0.0,773.0,0,ICICI Bank,,Empanelled Valuer A,Conditional Clear,Post-Sanction Only,Not Applicable,Yes,16.0,NEFT to Builder,Yes,DSA/Mishra Associates,Paid,1-30,NPA,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,39,No,No,No,No,No,No,No
HL201905803,10-02-2019,08-03-2019,24-03-2019,Mohan Srivastava,59.0,Male,Married,2.0,AJPVG4289J,2852 7895 4326,+91 8570029806,mohan.srivastava@hotmail.com,Thane,Maharashtra,373093.0,Self-Employed Business,Self,5.0,252103,3025236.0,214787.0,3193085.0,2742123.0,,Extension,Row House,8509324,6637272,0.78,1872052,Sale of Asset,13,10.21,77009,0.31,8354,Yes,Devendra Patil,301332.0,780.0,0,PNB,,Empanelled Valuer B,Clear,No,No,No,18.0,NEFT to Seller,No,,Paid,0,Written Off,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,108,No,No,No,No,No,No,No
HL202300163,24-08-2023,12-09-2023,27-09-2023,Bharat Naidu,33.0,Male,Married,2.0,FIMGH6754U,4782 8401 2540,+91 7066889450,bharat.naidu@gmail.com,Noida,Uttar Pradesh,,Government,NTPC Ltd,,71216,854592.0,60927.0,865422.0,845129.0,Yes,Balance Transfer,Plot+Construction,2727342,2154600,0.79,572742,Own Savings,29,7.76,15587,0.22,5871,No,,0.0,776.0,2,Yes Bank,,Empanelled Valuer B,Clear,Post-Sanction Only,Not Applicable,Partial,29.0,NEFT to Builder,No,,Paid,1-30,Written Off,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,85,No,No,No,No,No,No,No
HL201505140,19-06-2015,29-06-2015,08-07-2015,Poonam Agarwal,28.0,Male,Married,4.0,DYIOQ1923F,5764 6134 9509,+91 9300915502,poonam_agarwal@yahoo.com,Patna,Bihar,494149.0,Salaried,Axis Bank,16.0,112308,1347696.0,111086.0,1470816.0,1241296.0,Yes,Repair/Renovation,Plot+Construction,21274048,17019238,0.8,4254810,Third Party,16,9.38,171491,1.53,616,No,,0.0,708.0,2,Yes Bank,Written Off,Third Party Valuer,Clear,No,No,Yes,16.0,NEFT to Seller,Yes,DSA/Mukherjee Associates,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,35,No,No,No,No,No,No,No
HL200600702,27-04-2006,25-05-2006,02-06-2006,Naresh Reddy,37.0,Female,Married,4.0,BQWDY9339M,9673 2817 4930,+91 8461751681,naresh_reddy@outlook.com,Nagpur,Maharashtra,382592.0,Self-Employed Professional,Self,10.0,479538,5754456.0,453458.0,6184074.0,5622295.0,,Balance Transfer,Row House,9783141,7337355,0.75,2445786,Own Savings,30,12.03,75642,0.16,19592,No,,0.0,771.0,1,Axis Bank,,Empanelled Valuer A,Clear,No,Not Applicable,No,15.0,Cheque,Yes,DSA/Singh Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,66,No,No,No,No,No,No,No
HL201404751,24-12-2014,07-01-2015,13-01-2015,Sunita Sharma,45.0,Female,Married,4.0,QGZEK1660T,8442 9308 8778,+91 8434737942,sunita90@hotmail.com,Bangalore,Karnataka,505952.0,Salaried,Flipkart,,122893,1474716.0,121994.0,1377155.0,1143712.0,Yes,Repair/Renovation,Flat/Apartment,22548236,13754423,0.61,8793813,Third Party,30,9.62,116860,0.95,15190,Yes,Dinesh Srivastava,198192.0,,6,SBI,,Empanelled Valuer A,Minor Observations,No,Yes,No,27.0,NEFT to Builder,Yes,DSA/Dubey Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,96,No,No,No,No,No,No,No
HL202000307,16-12-2020,28-12-2020,31-12-2020,Neha Nair,26.0,,Married,0.0,EJDXK6603H,5263 2769 6367,+91 8033270101,neha_nair857@hotmail.com,Surat,Gujarat,633227.0,Salaried,Bharat Electronics,6.0,100445,1205340.0,86612.0,1136128.0,1091008.0,Yes,Extension,Villa,17403515,11834390,0.68,5569125,Own Savings,7,12.13,209732,2.09,10877,No,,0.0,733.0,1,Kotak Bank,,Empanelled Valuer A,Clear,Yes,No,Yes,14.0,NEFT to Seller,Yes,DSA/Bansal Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,28,No,No,No,No,No,No,No
HL202400958,05-12-2024,14-12-2024,18-12-2024,Sunita Srivastava,44.0,Female,Married,2.0,PRVBD6229F,7381 1179 9031,+91 8261184196,sunita_srivastava@yahoo.com,Kolkata,West Bengal,306905.0,Salaried,ICICI Bank,9.0,80968,971616.0,84064.0,1049305.0,,Yes,Repair/Renovation,Row House,15644162,11576679,0.74,4067483,Third Party,23,10.49,111271,1.37,9209,No,,0.0,785.0,0,SBI,,Empanelled Valuer B,Clear,Yes,No,No,18.0,NEFT to Seller,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,34,No,No,No,No,No,No,No
HL201304527,20-11-2013,19-12-2013,01-01-2014,Devendra Nair,56.0,Male,Single,4.0,WOLBP9278V,9792 9476 4885,+91 9947768354,dnair@rediffmail.com,Chennai,Tamil Nadu,259497.0,Self-Employed Business,Self,4.0,94866,1138392.0,92449.0,,928885.0,,Repair/Renovation,Row House,18246036,12224844,0.67,6021192,Family Gift,5,10.11,260403,2.74,1447,Yes,Neha Saxena,187932.0,728.0,3,HDFC Bank,,Third Party Valuer,Clear,Yes,Yes,Yes,30.0,NEFT to Builder,Yes,DSA/Sinha Associates,Paid,0,Written Off,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,71,No,No,No,No,No,No,No
HL200902067,12-09-2009,11-10-2009,14-10-2009,Bharat Ghosh,57.0,Female,Widowed,2.0,UIFJK8950X,5417 4462 1535,+91 9203662011,vikas993@rediffmail.com,Hyderabad,Telangana,681189.0,Salaried,Flipkart,13.0,155018,1860216.0,155389.0,,1513134.0,Yes,Extension,Row House,23267556,16985315,0.73,6282241,Own Savings,17,12.19,197692,1.28,21743,Yes,Dinesh Joshi,587544.0,680.0,1,Kotak Bank,,Collusive Valuer,Adverse,Yes,Yes,Yes,12.0,NEFT to Seller,Yes,DSA/Bansal Associates,Paid,0,Active,,CLEAN,0,,1,No,No,No,No,No,No,No,No,Yes,No,100,No,No,No,No,No,No,No
HL201407126,27-03-2014,13-04-2014,22-04-2014,Sanjay Yadav,59.0,Male,Married,4.0,BYILR4881R,9789 2816 8214,+91 8063089668,sanjay_yadav@hotmail.com,Bhopal,Madhya Pradesh,489979.0,Salaried,Paytm,17.0,40189,482268.0,36438.0,468720.0,,No,Construction,Independent House,11636353,8959991,0.77,2676362,Own Savings,12,12.33,119478,2.97,406,Yes,Ashok Goel,,792.0,3,Yes Bank,,Collusive Valuer,Clear,Yes,Yes,Yes,14.0,Partial Cash,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,32,No,No,No,No,No,No,No
HL202409104,18-05-2024,02-06-2024,05-06-2024,Dinesh Bhatia,52.0,Female,Married,4.0,FMFQD4682N,7907 2032 6970,+91 7591631048,,Kanpur,Uttar Pradesh,442916.0,Salaried,SBI,3.0,250402,3004824.0,240342.0,3233262.0,2542392.0,,Repair/Renovation,Flat/Apartment,6825898,4505092,0.66,2320806,Sale of Asset,27,7.6,32769,0.13,8029,No,,0.0,692.0,0,HDFC Bank,,Empanelled Valuer B,Clear,Post-Sanction Only,Not Applicable,Partial,,NEFT to Builder,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,Yes,Yes,No,93,No,No,No,No,No,No,No
HL202102394,10-07-2021,08-08-2021,11-08-2021,Radha Bansal,34.0,Female,Divorced,4.0,PLSQH3530G,8989 6463 8611,+91 8286948199,radha_bansal@rediffmail.com,Surat,Gujarat,676247.0,Salaried,HDFC Bank,7.0,201564,2418768.0,177343.0,2332700.0,1886766.0,No,Extension,Plot+Construction,3282814,2462110,0.75,820704,Sale of Asset,14,11.46,29485,0.15,20027,No,,0.0,728.0,0,BOB,,Empanelled Valuer A,Clear,Yes,No,Yes,18.0,Cash,Yes,DSA/Kumar Associates,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,No,Yes,No,No,Yes,No,94,No,No,No,No,No,No,No
HL202009833,30-09-2020,21-10-2020,27-10-2020,Rekha Mukherjee,24.0,Male,Single,1.0,ZQSWM7021B,7325 3918 1019,+91 7734885053,rekhamukherjee@rediffmail.com,Hyderabad,Telangana,396923.0,Self-Employed Professional,Self,5.0,380298,4563576.0,323612.0,4768018.0,,,Balance Transfer,Plot+Construction,22242395,16014524,0.72,6227871,Family Gift,27,9.54,137917,0.36,17981,No,,0.0,684.0,1,Union Bank,,Empanelled Valuer A,Minor Observations,Post-Sanction Only,Yes,Yes,23.0,NEFT to Seller,Yes,DSA/Naidu Associates,Delayed,61-90,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,109,No,No,No,No,No,No,No
HL201501275,30-10-2015,20-11-2015,04-12-2015,Deepak Chauhan,59.0,Male,Single,,CIGCF3477E,6392 9218 2808,+91 7424461998,dchauhan@hotmail.com,Chennai,Tamil Nadu,560267.0,Salaried,Wipro Ltd,17.0,74976,899712.0,77941.0,888667.0,745720.0,Yes,Construction,Villa,18348555,11926560,0.65,6421995,Sale of Asset,7,7.59,183463,0.92,7434,Yes,Alok Khanna,381744.0,700.0,2,,,Empanelled Valuer B,Clear,Yes,Yes,Yes,17.0,NEFT to Seller,Yes,DSA/Pandey Associates,Paid,0,NPA,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,94,No,No,No,No,No,No,No
HL200502869,03-12-2005,19-12-2005,25-12-2005,Rekha Reddy,57.0,Male,Married,4.0,PXEZN7699W,6397 6922 7268,+91 8400149540,,Indore,Madhya Pradesh,487369.0,Self-Employed Professional,Self,18.0,446568,5358816.0,443173.0,5604973.0,4343770.0,,Balance Transfer,Independent House,12785092,8310309,0.65,4474783,Own Savings,5,11.4,182348,0.41,47002,Yes,Amit Khanna,290460.0,778.0,2,,,Empanelled Valuer B,Minor Observations,Post-Sanction Only,Yes,Partial,14.0,Partial Cash,Yes,DSA/Kapoor Associates,Delayed,1-30,Active,,CLEAN,0,,0,Yes,No,No,No,No,No,Yes,No,Yes,No,102,No,No,No,No,No,No,No
HL201902226,23-09-2019,07-10-2019,24-10-2019,Manju Chatterjee,40.0,Female,Married,1.0,PRFGX4665C,,+91 9944466215,manju77@gmail.com,Lucknow,Uttar Pradesh,113649.0,Salaried,Wipro Ltd,16.0,296793,3561516.0,282924.0,3471907.0,3066804.0,Yes,Extension,Flat/Apartment,7627544,5644382,0.74,1983162,Family Gift,21,8.9,49561,0.17,41270,No,,0.0,783.0,1,Yes Bank,Written Off,Empanelled Valuer B,Clear,Post-Sanction Only,Yes,Yes,26.0,NEFT to Builder,No,,Paid,90+,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,64,No,No,No,No,No,No,No
HL202305060,16-06-2023,06-07-2023,21-07-2023,Lata Patel,34.0,Male,Married,3.0,ZEFKT5325C,4307 8960 2261,+91 8959681632,latapatel@hotmail.com,Lucknow,Uttar Pradesh,507132.0,Salaried,Coal India,20.0,202119,2425428.0,203875.0,2325311.0,2221445.0,Yes,Balance Transfer,Plot+Construction,7423726,5790506,0.78,1633220,Own Savings,6,12.18,113748,0.56,25610,Yes,Savita Reddy,916644.0,699.0,1,Kotak Bank,2+ DPD,Empanelled Valuer A,Clear,Yes,Yes,Partial,18.0,Cash,Yes,DSA/Das Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,56,No,No,No,No,No,No,No
HL202403072,17-10-2024,03-11-2024,15-11-2024,Sanjay Jain,34.0,Female,Married,3.0,QLWBE2498B,7766 1214 6495,+91 7357671545,sanjay.jain@gmail.com,Kochi,Kerala,353482.0,Salaried,Wipro Ltd,,222847,2674164.0,224283.0,2485755.0,2505331.0,Yes,Construction,Flat/Apartment,4311295,2931680,0.68,1379615,Family Gift,17,10.56,30985,0.14,28291,No,,0.0,756.0,6,Axis Bank,Written Off,Collusive Valuer,Clear,Yes,Not Applicable,Partial,24.0,Cash,No,,Paid,1-30,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,80,No,No,No,No,No,No,No
HL200701340,01-07-2007,11-07-2007,31-07-2007,Poonam Das,51.0,Male,Married,0.0,QLKLI1973Z,8938 8599 5463,+91 9519848309,poonamdas@yahoo.com,Bhopal,Madhya Pradesh,757864.0,Government,HDFC Bank,9.0,44559,534708.0,41433.0,555515.0,452816.0,No,Purchase,Flat/Apartment,7823765,5085447,0.65,2738318,Own Savings,11,8.56,59597,1.34,2511,No,,0.0,726.0,0,BOB,,Empanelled Valuer A,Minor Observations,Yes,Yes,Partial,23.0,NEFT to Seller,Yes,DSA/Chatterjee Associates,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,68,No,No,No,No,No,No,No
HL201000308,08-04-2010,26-04-2010,05-05-2010,Mahesh Reddy,32.0,Female,Married,0.0,VSBDS4921U,5061 4697 9018,+91 7277789128,mahesh.reddy@outlook.com,Mumbai,Maharashtra,720028.0,Self-Employed Business,Self,13.0,161375,1936500.0,149322.0,1335269.0,1226868.0,,Repair/Renovation,Villa,23211024,16711937,0.72,6499087,Own Savings,24,9.71,149948,1.29,15904,Yes,Pooja Tiwari,221580.0,692.0,0,PNB,,Empanelled Valuer B,Conditional Clear,Yes,Yes,Yes,14.0,NEFT to Builder,Yes,DSA/Srivastava Associates,Paid,90+,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,33,No,No,No,No,No,No,No
HL200607491,16-03-2006,12-04-2006,27-04-2006,Harish Roy,44.0,Male,Married,2.0,GDRVR9648H,6299 8200 8012,+91 9880770625,hroy@outlook.com,Ludhiana,Punjab,660580.0,Salaried,Maruti Suzuki,13.0,35332,423984.0,34758.0,434522.0,335440.0,Yes,Purchase,Row House,15757801,10715304,0.68,5042497,Third Party,26,9.04,89311,2.53,2100,Yes,Suresh Das,332520.0,796.0,3,Kotak Bank,,Empanelled Valuer A,Clear,Yes,Not Applicable,Yes,26.0,NEFT to Builder,Yes,DSA/Shah Associates,Paid,0,Written Off,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,103,No,No,No,No,No,No,No
HL200901665,24-07-2009,15-08-2009,29-08-2009,Geeta Shah,40.0,Male,Divorced,2.0,KGBIF3316C,5224 7622 8250,+91 8176614714,gshah@outlook.com,Coimbatore,Tamil Nadu,194902.0,Salaried,ONGC,15.0,296913,3562956.0,310258.0,3236826.0,,Yes,Construction,Villa,21514591,14199630,0.66,7314961,Own Savings,12,11.65,183503,0.62,42811,No,,0.0,686.0,1,Axis Bank,,Empanelled Valuer A,Clear,Yes,Not Applicable,Yes,21.0,NEFT to Builder,Yes,DSA/Kumar Associates,Paid,0,Restructured,,CLEAN,0,,0,No,No,No,No,No,No,No,No,No,No,99,No,No,No,No,No,No,No
HL201303883,04-01-2013,12-01-2013,19-01-2013,Ashok Khanna,50.0,Male,Married,4.0,JVSEJ1344Y,4118 6904 3776,+91 9295187878,ashok.khanna@rediffmail.com,Bangalore,Karnataka,542499.0,Salaried,Zomato,9.0,217434,2609208.0,213520.0,2642405.0,2425990.0,Yes,Purchase,Row House,16361067,10634693,0.65,5726374,Family Gift,21,10.42,104130,0.48,15402,No,,0.0,746.0,0,ICICI Bank,,Empanelled Valuer B,Conditional Clear,Yes,Not Applicable,Yes,11.0,NEFT to Seller,Yes,DSA/Tiwari Associates,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,112,No,No,No,No,No,No,No
HL201001017,15-09-2010,14-10-2010,28-10-2010,Santosh Kumar,43.0,Male,Married,0.0,YSDHW1408N,9851 4697 2684,+91 9071433907,santosh.kumar@hotmail.com,Bhopal,Madhya Pradesh,199875.0,Salaried,Hindustan Unilever,2.0,0,0.0,0.0,417386.0,382734.0,No,Balance Transfer,Plot+Construction,15228604,9441734,0.62,5786870,Own Savings,26,12.4,101678,2.68,2493,Yes,Radha Khanna,1162392.0,740.0,1,PNB,,Empanelled Valuer B,Clear,Yes,Yes,Yes,,NEFT to Builder,No,,Paid,90+,Active,,CLEAN,0,,0,No,No,Yes,No,No,No,Yes,No,No,No,114,No,No,No,No,No,No,No
HL201306854,05-03-2013,29-03-2013,13-04-2013,Santosh Verma,27.0,Female,Married,3.0,UGKYV4946V,3935 4270 3835,+91 7413628780,santoshverma@yahoo.com,Nagpur,Maharashtra,457884.0,Salaried,Indian Oil Corporation,7.0,60187,722244.0,,713419.0,616658.0,Yes,Construction,Row House,12372987,9403470,0.76,2969517,Own Savings,15,8.48,92489,1.54,7173,Yes,Vinod Jain,325428.0,755.0,0,Union Bank,2+ DPD,Empanelled Valuer B,Clear,Yes,No,Yes,12.0,Cheque,No,,Delayed,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,113,No,No,No,No,No,No,No
